2.233 3 IMU_ACCEL_RAW 0 -7 -291
2.237 3 IMU_GYRO_RAW -2 -28 -5
2.240 3 IMU_MAG_RAW 677 -147 283
2.283 3 IMU_ACCEL_RAW 2 -6 -288
2.286 3 IMU_GYRO_RAW -2 -29 -10
2.290 3 IMU_MAG_RAW 672 -149 289
2.292 3 BARO_RAW 1675144 0
2.301 3 PX4FLOW 0 0 0 0. 0. 0 0.
2.333 3 IMU_ACCEL_RAW 2 -6 -289
2.336 3 IMU_GYRO_RAW -1 -29 -17
2.339 3 IMU_MAG_RAW 674 -149 285
2.383 3 IMU_ACCEL_RAW 0 -7 -289
2.386 3 IMU_GYRO_RAW -1 -29 -16
2.389 3 IMU_MAG_RAW 672 -147 289
2.392 3 BARO_RAW 1675168 0
2.393 3 DL_VALUE 31 50.
2.400 3 PX4FLOW 0 0 0 0. 0. 0 0.
2.433 3 IMU_ACCEL_RAW 2 -9 -288
2.436 3 IMU_GYRO_RAW -1 -29 -28
2.439 3 IMU_MAG_RAW 677 -149 286
2.482 3 IMU_ACCEL_RAW 2 -9 -287
2.486 3 IMU_GYRO_RAW -2 -28 -25
2.489 3 IMU_MAG_RAW 673 -143 289
2.491 3 BARO_RAW 1675147 0
2.500 3 PX4FLOW 0 0 0 0. 0. 0 0.
2.532 3 IMU_ACCEL_RAW 3 -9 -288
2.535 3 IMU_GYRO_RAW -1 -28 -35
2.539 3 IMU_MAG_RAW 669 -148 283
2.582 3 IMU_ACCEL_RAW 2 -9 -286
2.585 3 IMU_GYRO_RAW -1 -29 -21
2.588 3 IMU_MAG_RAW 672 -147 287
2.591 3 BARO_RAW 1675152 0
2.595 3 ROTORCRAFT_STATUS 0 0 2 0 0 1 0 0 0 0 112 19
2.600 3 PX4FLOW 0 0 0 0. 0. 0 0.
2.632 3 IMU_ACCEL_RAW -1 -7 -287
2.635 3 IMU_GYRO_RAW -1 -31 -26
2.638 3 IMU_MAG_RAW 678 -146 289
2.682 3 IMU_ACCEL_RAW 1 -5 -284
2.685 3 IMU_GYRO_RAW -2 -28 -28
2.688 3 IMU_MAG_RAW 670 -143 288
2.690 3 BARO_RAW 1675145 0
2.699 3 PX4FLOW 0 0 0 0. 0. 0 0.
2.731 3 IMU_ACCEL_RAW 2 -6 -287
2.735 3 IMU_GYRO_RAW -2 -28 -11
